,Agricultural Land( %),Co2-Emissions per ton,CPI,GDP,Population,Infant mortality,Minimum wage,Unemployment rate,Population: Labor force participation (%),temperature,ideal temperature?,Precipitation Depth (mm/year),Gini's index,GDP per capita,Human Development Index (2021),Prevalence of moderate or severe food insecurity in the total population (percent) (2022)
0,0.886377190795355,-0.19744938296181075,-0.1059366714312922,-0.21115705556936454,-0.012018674889982265,1.3717348692106572,-0.6309176431108018,0.8718528145661584,-1.3871900166693907,0.686051061658409,-0.8144003089684233,-1.0961952219528273,0.6669100797978212,-0.6003209820528911,-1.5717512745180007,1.6575943858441828
1,0.18954944615609168,-0.20246702004451997,-0.1870856736489309,-0.21292618794932805,-0.24834812257300828,-0.6889381123993096,-0.4155082087878282,1.1146469142675783,-0.7126374014118679,-0.49230697225687,-0.8144003089684233,0.4096717229735852,-1.0596647870431064,-0.40755015129043115,0.498802505916159,-0.05603249285476735
2,-1.0043487563258466,-0.025988377292655164,-0.1020962324284477,-0.14133765390775177,0.02163860797368034,-0.05686136242917003,-0.4685800984036333,0.9882334573982441,-2.151021654534526,0.6923447538732309,1.2216004634526347,-1.4056911916354577,-1.3149214225154817,-0.46336622237960345,0.1667325599974728,-0.41952910348787803
3,0.04553837893064401,-0.20740094896506603,-0.020696594783601592,-0.21853629646267939,-0.2669995550793941,-0.9510187160454651,1.3046453899362072,-0.17816583284264545,0.066317133326328,-0.5928559317082444,-0.8144003089684233,-0.0051833097951399015,-0.5586145098384113,1.004569670405212,0.9024953813467179,-0.765912636036605
4,0.39395225125027555,-0.16588170053212575,0.18822517356055643,-0.17620542208841813,-0.05377014037266364,1.5618717777382605,-0.543505119037711,0.02307674701491439,1.4498989239725415,0.7370702304647837,1.2216004634526347,-0.20801981315771528,2.0459576112041287,-0.5021033431600099,-0.868544330219607,1.5641238288242405
5,-0.8603376891003988,-0.2072941907292637,-0.20086916705640012,-0.21919628308369515,-0.2668653907143622,-0.8328255026364145,0.18389195628479388,0.062098074311641153,-0.07135417905790904,-0.1580670421675998,-0.8144003089684233,-0.18201174847850263,0.05266207495664045,0.0867202039411782,0.44671310263479647,0.061671171540716066
6,0.709847495486742,0.03629777432737813,0.1119950897917665,-0.011924443636185403,0.03430321090907201,-0.6375497587432006,0.28067010793714436,0.6049799611753418,-0.15712348296449724,-0.4028560190737646,-0.8144003089684233,-0.7528887681872203,0.7271316612635224,-0.22262609342233305,0.7983165747839929,0.20014607082952013
7,0.9235413371761159,-0.20171485974682177,-0.16043934001960575,-0.2136689918185237,-0.24765271917115575,-0.5244953806997611,-0.5591144983364772,2.0497051825391615,-0.7225572928127139,-1.4567717367054809,-0.8144003089684233,-0.7906004619720787,-1.2723786499367529,-0.43656562900144147,0.25788901573985723,-0.9145768684453527
8,0.42647087933344124,0.24806729298253397,-0.18511284539404502,0.42443484431519135,-0.09446198542549304,-0.9304633745830214,3.477470988324462,-0.3019864277919452,0.2595119558710316,0.4687173709154675,1.2216004634526347,-0.8270117525229763,-0.3647995015905289,1.5276910508647807,1.508034694492557,-0.7449451168165677
9,-0.3075210116865829,-0.13342355736290776,-0.1896898069453802,-0.01347398024830541,-0.20789681429276868,-0.9407410453142433,1.2373535078360254,-0.42238019623893014,-0.21664283136957277,-1.2870442870759988,-0.8144003089684233,-0.07797948976165202,-1.0029410902714673,1.3777679407391819,1.2801435551365965,-1.0184330429119557
10,0.8677951176049747,-0.162330776029928,-0.08904926156946923,-0.20185363461230874,-0.20019827416550506,-0.10311088071966816,-0.6184301396717888,-0.2538289204131511,0.35871086987949086,-0.9235064388831216,-0.8144003089684233,-0.9401468338775514,-0.7131689138188827,-0.46482725339932973,0.1667325599974728,-0.7864875866032089
11,-1.7476316839410608,-0.2058032149133426,-0.19452981226403354,-0.21406036712956322,-0.2649017928760464,-0.6632439355712552,0.87382652129026,0.7193540411999775,1.1622220733480095,-0.39404090723436686,-0.8144003089684233,0.15869389881918308,-0.39599511834782997,0.6885173724001984,0.6029813124788841,-0.4714571907211796
12,-1.2970164090743372,-0.16951997268179814,-0.19092611265177536,-0.2021465086684147,-0.25743226438869365,-0.7762983136146948,0.42035921686613315,-1.2169790679890309,1.0431833765378586,0.9916614049090066,1.2216004634526347,-1.4134936110392216,-0.20690733443047812,0.40058008613701984,1.0131853633196133,-0.3451959281600917
13,1.4670669779947414,-0.1057658953194829,-0.0276022375239574,-0.07998794072362973,0.8561884022585743,0.2000804058513745,-0.6059426362327759,-0.5186952109965182,-0.3852809851839535,0.8918891878970812,1.2216004634526347,1.9454479422810922,-0.7193226064132722,-0.5484070989008283,-0.3802061744568332,-0.04218500292588699
14,-0.7302631767677361,-0.2064219274162879,-0.1475238910442863,-0.21758541975717674,-0.2655899225490579,-0.5090788746029284,0.211988839022573,0.7133343527776284,0.22975228166849382,-0.03771479476095675,-0.8144003089684233,0.32774631923406533,0.026444660480059615,0.1009447387319871,0.4597354534551371,0.030514319200735197
15,0.13844874488254563,-0.1372668538517914,0.014233880025724847,-0.19080674666151526,-0.20393562753426756,-0.9561575514110758,-0.29999880197695833,-0.4384326986985281,0.12063347625918865,-1.4946163707444868,-0.8144003089684233,-0.7177778808702832,-1.768710996688594,-0.355472715903809,0.5769366108382028,-0.8365381747294558
16,0.2592322206200181,-0.09042789105529216,-0.1921887227349023,0.02506744543361943,-0.19038755870276727,-0.9407410453142433,2.4534957063253993,-0.23777641795355317,-0.9209551208296323,-0.9785531793034942,-0.8144003089684233,-0.4199855402932984,-1.5418162096020378,1.2124246435064445,1.416878238750173,-0.9422718483031135
17,-1.487482659275736,-0.2072808459497884,-0.2222546253393629,-0.2191260160131049,-0.2648959429980957,-0.5142177099685394,-0.25004878822090654,-0.07323826774267357,0.2198323902676479,0.6246831354398563,1.2216004634526347,0.6957604344449243,0.6460782147343573,-0.4289183590658511,-0.23696031543308618,0.5082527217471091
18,-0.2657113470082271,-0.20011348620978692,-0.20902352384326173,-0.21333679705156994,-0.1882578538822744,2.0192281252776296,-0.6434051465498147,-0.9119815212566691,0.7951860915167104,1.0834059722762943,1.2216004634526347,-0.17030811937285692,0.14571376935422234,-0.5718144500988822,-1.2657260302399957,1.411801439606556
19,-1.18087845163446,-0.2064401248428451,-0.06048270843872184,-0.21886362193210387,-0.2626339543703507,0.18466389975454178,-0.6652582775680875,-0.8899093303747218,0.3785506526811827,-0.2824412744041996,-0.8144003089684233,1.3394600352554373,-1.187293104779294,-0.48655779319247733,-0.3476502974059816,0.10079812020254124
20,-0.1960285725443009,-0.18175834862241003,-0.11009276295491847,-0.2010724024054922,-0.19019248441450373,0.030498838786215066,-0.34058318815375044,-0.6571480447105508,0.8844651141243237,0.5558747099143905,1.2216004634526347,-0.031164973339069254,0.5711414951415149,-0.4791143633879441,-0.17835973674155403,0.33340426850333577
21,0.18954944615609168,-0.18146476347395366,-0.2243063667244442,-0.2107190871677103,-0.24534722921219768,-0.8328255026364145,-0.44048321566585413,2.336643664004476,-1.6351873016905383,-0.7446045325169109,-0.8144003089684233,-0.1846125549464239,-0.3485662218481169,-0.378920797121428,0.39462369935343394,-0.6583983047610652
22,0.305687403595969,-0.20027847621057232,-0.1063312370822694,-0.2115091180229552,-0.2517600722830905,0.45188333876630804,-0.6746239051473472,2.2904927194331317,0.7852662001158645,0.6648213836630444,1.2216004634526347,-0.9804593341303309,2.3295760950623237,-0.3096166568862294,-0.1718485613313837,0.87521120486244
23,-0.23783823722265648,0.35287355149615435,-0.059904012150621994,0.6313095548605777,1.1600904281963118,-0.4319963441187651,-0.2875112985379454,1.0644828440813345,0.10079369345749681,0.8276679907399801,1.2216004634526347,0.7685830155467197,2.272852398290685,-0.27631088384560876,0.22533313868900565,0.08244240643403672
24,-1.6872399460723246,-0.19867225002645553,-0.23974703586601762,-0.2137631008291942,-0.26460759976023274,-0.5861614050870918,0.433876907739347,0.4705402530762086,0.1801528246642642,0.716427702807144,1.2216004634526347,2.0182705233828875,0.20057591670727046,0.6151272326138691,0.7136712944517788,-0.2067240188369618
25,0.3382060316791347,-0.15737137071220184,-0.1992646000757596,-0.18020126028782468,-0.22066651354293906,-0.7865759843459166,-0.2750237950989324,-0.4885967688847718,-0.7423970756144057,-0.8581384346339294,-0.8144003089684233,-0.7307819132098895,0.5144177983698761,-0.13033855415948464,0.49229133050598867,-0.5441565128478018
26,0.24065014742963772,-0.20382333490391769,-0.2198872314334999,-0.2127097554613574,-0.13103364255954067,1.4282620582323773,-0.659014525848581,-0.10333670985441984,0.34879097847864493,1.2290504729718632,-0.8144003089684233,-0.5487254604554009,0.8689409031926199,-0.58948279027375,-1.7605753614129394,0.8682874598979997
27,1.8665815515879194,-0.2073694067590335,-0.021210273978127175,-0.21860187553903457,-0.190075083878823,1.017155228983506,-0.5394693652832093,-1.072506545852649,1.6185370777869221,0.5581683240985726,1.2216004634526347,0.1352866406078917,0.244980238704591,-0.6098931934714154,-1.9103323958468568,0.8798338312664619
28,1.1976269167342264,-0.19623379486778883,-0.20665612993739868,-0.19279103542476828,-0.09479820900768485,1.9627009362559098,-0.6527707741290745,-0.6932661752446463,-0.583678813200872,0.9595508063304558,1.2216004634526347,0.2315164799209785,0.04644730000385469,-0.5294220796631525,-1.1029466449857377,1.3844876723157518
29,-0.9021473537787544,-0.20731117499405044,-0.20957591575462975,-0.21907871046345162,-0.2642694821877056,-0.23158176485994042,-0.5528707466169708,1.0985944118079802,-0.23648261417126462,-0.11246768343027173,-0.8144003089684233,-1.22493514211493,0.7838553580351612,-0.4574238703339748,-0.37369499904666287,0.22437917820506095
30,-0.3772037861505093,-0.19593657023402097,-0.16451651841303658,-0.20746077739541874,-0.15678946639522331,0.1435532168296546,-0.5225621609822335,-1.2229987564113802,1.9260537112131446,0.7967041992535205,1.2216004634526347,0.9545406780030902,0.6885337507170998,-0.5549768555166704,-0.8229661023484147,0.6744226008936742
31,-0.8556921708028037,-0.19791159759636398,-0.18813784871820333,-0.20206025737532257,-0.09372470603165141,1.5104834240821516,-0.6558926499888277,-0.6812267983999479,1.3110204443606985,0.7095468602545971,1.2216004634526347,0.5644197078149005,1.3794541741373711,-0.5607476591192849,-0.9336560843213102,0.9929148692579234
32,-1.492128177573331,0.45307464792902896,-0.19310937592051572,0.5834948806967087,-0.01906924196911057,-0.8687973501956907,2.20374563754514,-0.24379610637590246,0.2198323902676479,-2.733168030202869,-0.8144003089684233,-0.8231105428210944,-0.7335035306061821,1.2451666933109966,1.4103670633400027,-0.9284243583742331
33,-1.4317364397045946,-0.20760961278958875,-0.008715695030516685,-0.21896836788162355,-0.23564768157935617,3.2525486130242434,-0.6496488982693212,-0.6210299141764554,0.9043048969260156,1.0669022058404651,-0.8144003089684233,0.22501446375117534,0.8689409031926199,-0.6016804263588551,-2.053578254870603,1.726831835488585
34,0.031601824037858724,-0.20673734947661293,-0.19063676450772543,-0.21476003253930823,-0.16041401316230997,2.579361180129217,-0.5778457534949967,-0.9802046567099606,0.7753463087150185,1.2668951070108692,-0.8144003089684233,-1.1026972381226303,0.08899007258258354,-0.5920778192294769,-2.1186900089723064,1.806815319867882
35,-0.8278190610172331,-0.1038539523692049,-0.1532582451718212,-0.08935958992062026,-0.14023051038156845,-0.7711594782490839,-0.1407831331295431,0.06320800316390943,-0.028164894753500216,-1.049655219013142,-0.8144003089684233,0.4577866426301286,1.138378462857905,-0.028283011138899125,0.8829618551162071,-0.5129996605078209
36,0.7981123431410488,11.793885573679965,-0.17122413447964852,8.992894472163007,9.307687167880642,-0.7094934538617532,-0.4935551052816592,-0.4926098944996713,0.5075092408921797,-3.856110012502672,-0.8144003089684233,-0.6826669935533461,0.032266375810944735,-0.06528551295909714,0.31648959443139013,-5.335236620245463
37,0.05947493382342929,-0.08930571641759727,-0.1294790886062636,-0.07016353206847849,0.07057602054680102,-0.4628293563124305,-0.3811675743305426,0.5889274587157439,0.586868372098946,0.7049596318862329,1.2216004634526347,2.691879398574495,2.074319459589949,-0.3646490999869252,0.21231078786866503,0.19126236713370554
38,1.5088766426730973,-0.20772486315778443,-0.22767332694611608,-0.21944709515081592,-0.26180287544096464,1.5464552716414275,-0.543505119037711,-0.4885967688847718,-1.942703935116762,0.7698816368180078,-0.8144003089684233,-0.3510641688933848,1.1951021596295437,-0.5648960411952169,-1.0508572417043751,1.7302937079708054
39,-0.36791274955531916,-0.2039883249047031,-0.1721184832885301,-0.2149887862495075,-0.23138067582819566,0.7704911314341834,-0.49043322942190604,0.5407699513369499,0.6463877205040216,0.7806488999642451,1.2216004634526347,0.619036643641247,1.705615430574295,-0.5403543043652809,-1.5652400991078304,1.9241585669751309
40,-0.20996512743708617,-0.19823672495085287,-0.16130738445175558,-0.1914113051481756,-0.2336168403678576,-0.6992157831305315,-0.19073314688559492,1.0183318995099901,-0.07776435175772983,0.7129872815308705,1.2216004634526347,2.2835527831108564,1.4645397192948297,-0.13391635263745344,0.5834477862483731,-0.616855834974424
41,-0.5305058899711472,-0.1867541487932506,-0.21136461337239296,-0.19203986910718826,-0.24019920229004227,-0.8842138562925235,0.14642944596775498,0.031102998244713343,-1.1590325144499345,-0.781302359463826,-0.8144003089684233,-0.07407828005977013,-1.0454838628501966,-0.030000357561654076,0.9024953813467179,-0.8037969490143094
42,0.9699965201520667,-0.17365685431913822,0.010054967959223081,-0.17371244261953583,-0.19139884208140104,-0.8996303623893561,-0.749548925781425,-1.0303687268962043,-0.9209551208296323,0.7061064389783241,1.2216004634526347,0.2146112378794903,0.14726534286414716,-0.26954794879739796,0.29044489279070884,-0.2924011199963137
43,-1.2459157078007912,-0.19993151194421477,-0.23059311276334718,-0.20862904306875013,-0.2594676995341971,-0.9921293989703522,0.22469796578376033,0.09932613369800485,0.021434562250729407,0.05472001067058198,1.2216004634526347,-0.8738262689455591,-0.7335035306061821,0.19420105695343057,1.14992004693319,-0.6019378843506573
44,0.28710533040558867,-0.08396295198039913,-0.19384589846900643,-0.10593858812507052,-0.19585693265182083,-0.9510187160454651,0.1714044528457809,-0.9721784054801617,-0.2265627227704187,-1.1723635778668893,-0.8144003089684233,-0.6410540900666059,-1.5134543612162183,0.2978005277778254,1.1043418190619978,-0.855725036247611
45,-1.2737888175863619,-0.20551812189727958,-0.1481551960858498,-0.19809970611832722,0.3153918949040418,2.414918448429668,-0.7089645396046328,-0.5086623969592694,0.061114127854113104,1.1742317223714016,-0.8144003089684233,0.48509511054330184,0.7413125854564323,-0.5986081383745746,-1.5652400991078304,1.5225813590375992
46,1.0675524044015638,-0.1694083617989139,-0.20997048140560695,-0.058930742090624884,-0.22843864392589225,-0.904769197754967,1.5916862171185402,-0.37422268886013615,-0.06784446035688392,-1.2262635111951705,-0.8144003089684233,-0.6072436059836295,-1.3291023467083916,1.7570836206341907,1.488501168262046,-0.9041912509986924
47,1.597141490327404,-0.2072177615377234,-0.1839291484411135,-0.21846010462402393,-0.26097896277997507,1.4693727411572641,-0.3512894644436291,0.7073146643552789,-0.2662422883738024,0.20805631727190788,-0.8144003089684233,-1.235338367986615,0.6704079644918836,-0.48480609515018375,-1.3699048368027207,0.7090413257158752
48,-0.2657113470082271,-0.207751552716735,-0.2270157175278208,-0.21971996297988636,-0.267035379705099,0.6009095643690238,-0.3031206778367116,-0.14977788468756073,0.29334159027213835,0.47636702078522497,-0.8144003089684233,1.1873128568820435,0.3142065460732626,-0.2904143735871473,0.003953174743214855,0.5436877340381469
49,0.44969847082141673,-0.17732788183661358,-0.14381497392510087,-0.17884024280909563,-0.19539183713149164,0.14869205219526557,-0.6402832706900615,-0.1876123477673094,0.1404732590608805,0.5168832687832933,1.2216004634526347,0.3121414804265377,0.23079931451168104,-0.2911399890296041,0.3099784190212198,0.7263506881269758
50,-0.7813638780412822,-0.15804224917127782,-0.1736967458924388,-0.1702824039957673,-0.15083132204664862,-0.4628293563124305,0.0028231564191059373,-0.5628395927604126,0.5075092408921797,0.5214704971516576,1.2216004634526347,1.4356898745685243,1.2234640080153636,-0.3745271440028455,0.13417668294662122,0.20360794331174029
51,-1.6361392447987788,0.0814419501305155,0.25882612070873856,-0.07970851229732434,0.4067165223824106,-0.15963806974138783,-0.39879606186361877,0.7996165534979676,-1.6351873016905383,0.6934915609653218,1.2216004634526347,-1.4978897809232667,0.013474533430643705,-0.5002577875456716,0.07557610425508834,-0.1252699424991694
52,1.7365070392552568,-0.1992727651028436,-0.2076556962532075,-0.20749166430957694,-0.22417380753245625,-0.483384697774874,-0.6090645120925291,-0.5347477134561162,-0.37536109378310756,0.9102381013705387,1.2216004634526347,0.7984922899278143,0.2733420870904099,-0.4538719524692896,-0.28904971871444873,0.5982614062848318
53,-1.343471592050288,-0.2011094920233518,-0.17314435398107075,-0.21489337947669154,-0.25841048353179213,2.1271436679554583,-0.43736133980610087,-0.06922514212777424,-0.08768424315857576,0.8483105183976197,1.2216004634526347,1.2822422929611696,0.7878414256062067,-0.2971087050442614,-0.8034325761179039,1.6211957992624249
54,1.6807608196841157,-0.20710736381660963,0.019785577024044657,-0.2190402320083557,-0.224982568270763,0.5186881985192496,-0.4799445795362574,-0.3280717442887919,1.5391779465801547,0.12899530391920605,-0.8144003089684233,-1.0220722376170712,0.06780174855563174,-0.607317389110105,-1.4805948187756162,0.4836692521321427
55,-0.7395542133629263,-0.1878435680631425,-0.1789576212388011,-0.20547218119507915,-0.25857276223563186,-0.9818517282391303,0.2151107148823263,-0.3340914327111411,0.07103401925495903,-1.7125097182417948,-0.8144003089684233,-0.7073746549985982,-0.8753127725352796,0.31628432355888175,1.1108529944721681,-0.7968732040498693
56,0.3113520332958771,-0.2467897340534927,0.015302178380887413,-0.2182414255045171,-0.2601751720872292,0.9423288229762576,-0.390571178735196,0.8265738400344194,0.15261686706189687,0.6470114358777725,-0.8144003089684233,-0.4967093310969757,2.513928109570151,-0.4824569337763187,-0.7969214007077335,1.2871740302466324
57,-0.1263457980803745,-0.18993020630836976,-0.12182451497730637,-0.1755241741897543,0.48523422228284696,0.9195173570368992,-0.44561922570299767,-0.9420799633684154,1.6582166433903058,0.5914257297692147,1.2216004634526347,-0.41868513705933774,-0.2655330322401602,-0.5861977758838232,-1.4415277663145942,0.9582961444357224
58,-0.7302631767677361,-0.20548779285301755,-0.15223237447928054,-0.21743431680209757,-0.26154049061674045,0.02022116805499332,-0.3655581950317764,-0.5367542762635659,-0.5241594647957964,0.7061064389783241,1.2216004634526347,1.8492181029680053,-0.8753127725352796,-0.37308764052961596,0.06906492884491804,-0.20143113710801172
59,-1.4642550677877604,-0.1523209782616896,-0.20476221481270823,-0.09563275764966545,-0.23044169989619454,-1.0178235757984067,1.2053937134412702,-0.03712013720857816,-0.37536109378310756,-2.35701530399699,-0.8144003089684233,-0.824410946055055,-1.3858260434800305,1.31452409630143,1.4364117649806833,-0.6999407745477063
60,0.6215826478324352,0.1599529272689611,-0.21075961270756127,1.0365472697622746,0.18287516713831026,-0.9150468684861889,2.718855154404425,0.3320874193621758,-0.7721567498169435,-0.8546980133576559,-0.8144003089684233,-0.3939774756140857,-0.8753127725352796,0.988973017224053,1.1954982748043823,-0.9353481033386734
61,-0.8835652805883741,-0.20151468805469241,-0.17882609935514204,-0.2122876792301153,-0.25292601810655585,0.5906318936378022,-0.30936442955621807,2.653680587581537,-0.9903943606355537,0.7244553524517813,1.2216004634526347,0.859611241923964,0.1598946935471323,-0.3155704260263101,-0.08720328099916959,0.6154153015605172
62,0.9653510018544716,-0.20732451977352573,-0.045883779352566476,-0.21917959725356054,-0.2517498165269129,0.9143785216712882,-0.7245739189033991,0.45850087623151004,-0.3456014195805698,1.2221696304193168,-0.8144003089684233,-0.43428997586686535,0.2733420870904099,-0.5904184800332848,-1.4285054154942536,0.9998386142223638
63,-0.20996512743708617,-0.19568301942399047,-0.1487865011274132,-0.21178551167972062,-0.24253054320219455,-0.6426885941088116,-0.749548925781425,1.5300054154096763,0.5372689150947175,-1.3673207835223753,-0.8144003089684233,-0.18721336141434516,-0.3789804257834378,-0.4307455139485649,0.5378695583771809,0.1655273460073191
